# XviD 2pass stat file (core version 1.3.5)
# Please do not modify this file

b 4 0 1350 0 7117 3669
p 2 167 1182 1 29094 3862
b 4 0 1350 0 6085 3495
p 2 42 1307 1 25951 3534
b 4 0 1350 0 5905 3356
p 2 46 1303 1 25057 3494
b 4 0 1350 0 6034 3432
p 2 33 1316 1 26577 3430
i 2 1350 0 0 34297 4511
b 4 0 1350 0 2529 2387
b 4 0 1350 0 2425 2276
p 2 0 1350 0 10291 2624
b 4 0 1350 0 2217 2044
b 4 0 1350 0 2244 2085
p 2 0 1348 2 9090 2393
b 4 0 1350 0 2883 2481
b 4 0 1350 0 3489 3076
p 2 59 1289 2 13893 3273
b 4 0 1350 0 3602 3139
p 2 46 1302 2 12515 3315
b 4 0 1350 0 4595 3647
p 2 43 1302 5 11329 3213
b 4 0 1350 0 3376 2888
p 2 22 1325 3 12598 3261
b 4 0 1350 0 3539 3072
b 4 0 1350 0 3425 2990
p 2 3 1343 4 13762 3193
b 4 0 1350 0 3047 2761
b 4 0 1350 0 2765 2477
p 2 3 1347 0 14923 3160
b 4 0 1350 0 2703 2497
b 4 0 1350 0 2844 2559
p 2 0 1350 0 18019 2868
b 4 0 1350 0 2544 2347
p 2 1 1349 0 12855 2773
b 4 0 1350 0 3524 2833
b 4 0 1350 0 2909 2535
p 2 2 1348 0 12155 2860
b 4 0 1350 0 3710 3042
b 4 0 1350 0 3440 2940
p 2 48 1301 1 13105 3326
b 4 0 1350 0 3497 2960
p 2 16 1332 2 11918 3068
b 4 0 1350 0 2859 2641
p 2 8 1342 0 19455 3166
b 4 0 1350 0 2617 2368
p 2 5 1345 0 12037 2818
b 4 0 1350 0 3232 2815
b 4 0 1350 0 2923 2676
p 2 5 1344 1 12132 2914
b 4 0 1350 0 2967 2752
b 4 0 1350 0 3053 2803
p 2 4 1346 0 18957 3139
b 4 0 1350 0 2645 2372
p 2 2 1348 0 12878 2778
b 4 0 1350 0 3004 2717
p 2 13 1336 1 12028 2933
b 4 0 1350 0 2833 2597
p 2 18 1330 2 12007 3046
b 4 0 1350 0 3485 2909
b 4 0 1350 0 2953 2590
p 2 39 1306 5 11793 2837
p 2 0 1345 5 9928 2313
i 2 1350 0 0 37655 4375
b 4 0 1350 0 5767 3686
p 2 264 1086 0 19685 4022
p 2 622 728 0 31473 4701
b 4 0 1350 0 4951 3447
p 2 76 1274 0 17527 3723
b 4 0 1350 0 5020 3153
p 2 42 1308 0 16234 3226
b 4 0 1350 0 4726 2954
p 2 26 1324 0 18000 3371
b 4 0 1350 0 4374 2821
p 2 24 1325 1 17526 3276
b 4 0 1350 0 5051 3147
p 2 43 1305 2 16966 3126
b 4 0 1350 0 4631 3072
p 2 23 1327 0 21833 3327
b 4 0 1350 0 4174 2898
p 2 8 1342 0 17601 3114
b 4 0 1350 0 4203 2749
p 2 16 1331 3 16652 3012
b 4 0 1350 0 4354 2726
p 2 24 1324 2 18820 3091
b 4 0 1350 0 4572 2860
p 2 29 1320 1 18740 3179
b 4 0 1350 0 5582 3337
p 2 36 1314 0 18722 3072
b 4 0 1350 0 4466 2714
p 2 10 1340 0 23363 3180
b 4 0 1350 0 4863 2926
p 2 12 1337 1 18922 3210
b 4 0 1350 0 5724 3186
p 2 43 1307 0 20703 3353
b 4 0 1350 0 5332 2988
p 2 38 1312 0 21613 3351
b 4 0 1350 0 5378 3016
p 2 32 1318 0 19164 3358
b 4 0 1350 0 5061 2944
p 2 27 1322 1 17800 3062
b 4 0 1350 0 4447 2582
p 2 12 1338 0 21633 3024
b 4 0 1350 0 3893 2542
p 2 21 1329 0 16759 3080
b 4 0 1350 0 4104 2614
p 2 19 1326 5 14855 2794
b 4 0 1350 0 4060 2532
p 2 37 1313 0 17444 2969
b 4 0 1350 0 4559 2781
p 2 57 1281 12 18337 3236
b 4 0 1350 0 5228 2967
p 2 50 1295 5 17614 3131
b 4 0 1350 0 4371 2716
p 2 31 1319 0 22907 3235
b 4 0 1350 0 3892 2649
p 2 43 1307 0 16129 3139
b 4 0 1350 0 4240 2797
p 2 50 1293 7 18274 3212
b 4 0 1350 0 4470 2693
p 2 64 1286 0 22003 3354
b 4 0 1350 0 4878 2819
p 2 31 1319 0 22552 3327
p 2 22 1326 2 18870 3041
i 2 1350 0 0 42071 4910
b 4 0 1350 0 2879 2026
p 2 9 1340 1 15445 2656
b 4 0 1350 0 3180 2168
b 4 0 1350 0 2697 1869
p 2 14 1320 16 15486 2509
b 4 0 1350 0 2892 2059
b 4 0 1350 0 2737 1864
p 2 20 1323 7 15304 2452
b 4 0 1350 0 3594 2257
b 4 0 1350 0 2951 1894
p 2 17 1317 16 16787 2575
b 4 0 1350 0 4065 2495
b 4 0 1350 0 2827 1877
p 2 5 1327 18 16014 2562
b 4 0 1350 0 3475 2272
b 4 0 1350 0 3055 1953
p 2 4 1316 30 16043 2523
b 4 0 1350 0 3930 2306
b 4 0 1350 0 3449 1959
p 2 15 1319 16 17382 2553
b 4 0 1350 0 3890 2270
b 4 0 1350 0 3303 1952
p 2 13 1306 31 16579 2561
b 4 0 1350 0 4477 2588
b 4 0 1350 0 3090 1925
p 2 13 1321 16 15436 2559
b 4 0 1350 0 3425 2159
b 4 0 1350 0 2941 1906
p 2 12 1291 47 15345 2522
b 4 0 1350 0 3082 1903
b 4 0 1350 0 2643 1661
p 2 16 1305 29 14991 2456
b 4 0 1350 0 3581 2120
b 4 0 1350 0 3047 1798
p 2 14 1291 45 14386 2405
b 4 0 1350 0 3661 2057
b 4 0 1350 0 2923 1714
p 2 25 1296 29 15504 2393
b 4 0 1350 0 2689 1675
p 2 28 1283 39 13663 2271
b 4 0 1350 0 2841 1713
p 2 23 1310 17 15852 2457
b 4 0 1350 0 2871 1739
p 2 27 1290 33 15909 2501
b 4 0 1350 0 3185 1950
p 2 29 1289 32 15683 2456
b 4 0 1350 0 3355 1896
p 2 52 1297 1 22951 2931
b 4 0 1350 0 3407 2065
p 2 26 1322 2 17297 2822
b 4 0 1350 0 3487 2104
p 2 12 1295 43 15857 2534
b 4 0 1350 0 3228 1875
p 2 22 1309 19 17552 2578
b 4 0 1350 0 3971 2184
b 4 0 1350 0 4017 2245
p 2 44 1288 18 17402 2659
b 4 0 1350 0 3644 2117
b 4 0 1350 0 3851 2155
p 2 38 1304 8 21418 2768
b 4 0 1350 0 2981 1852
p 2 32 1314 4 17016 2725
b 4 0 1350 0 3824 2226
b 4 0 1350 0 3514 2040
p 2 39 1298 13 17146 2612
b 4 0 1350 0 2786 1654
p 2 14 1335 1 19698 2653
b 4 0 1350 0 3156 1956
p 2 13 1325 12 15746 2528
b 4 0 1350 0 3615 2056
p 2 21 1296 33 17294 2630
b 4 0 1350 0 4103 2356
b 4 0 1350 0 3266 1864
p 2 21 1313 16 17262 2591
b 4 0 1350 0 3096 1926
p 2 2 1335 13 16121 2443
i 2 1350 0 0 35038 4775
b 4 0 1350 0 3045 2268
p 2 4 1346 0 16731 2907
b 4 0 1350 0 3621 2529
p 2 20 1325 5 14874 2696
b 4 0 1350 0 3464 2230
p 2 12 1333 5 16212 2789
b 4 0 1350 0 3650 2331
p 2 35 1306 9 16948 2829
b 4 0 1350 0 3977 2528
p 2 28 1316 6 14362 2582
b 4 0 1350 0 3447 2215
p 2 38 1311 1 20543 2983
b 4 0 1350 0 3353 2254
p 2 14 1336 0 14340 2731
b 4 0 1350 0 4589 2734
b 4 0 1350 0 3750 2325
p 2 63 1282 5 15333 2804
b 4 0 1350 0 4115 2580
b 4 0 1350 0 3255 2121
p 2 16 1323 11 14520 2557
b 4 0 1350 0 3220 2372
b 4 0 1350 0 2832 2121
p 2 6 1339 5 13874 2408
b 4 0 1350 0 3917 2566
b 4 0 1350 0 2907 1996
p 2 9 1326 15 13685 2450
b 4 0 1350 0 3646 2358
b 4 0 1350 0 3453 2344
p 2 12 1333 5 14858 2602
b 4 0 1350 0 4896 2936
p 2 35 1292 23 18924 2873
b 4 0 1350 0 6247 3200
p 2 98 1252 0 21635 3490
b 4 0 1350 0 5156 3278
p 2 121 1226 3 17128 3442
b 4 0 1350 0 4863 3563
p 2 62 1287 1 14787 3390
b 4 0 1350 0 3634 3015
p 2 52 1297 1 14186 3377
b 4 0 1350 0 3508 2989
p 2 44 1305 1 13102 3414
b 4 0 1350 0 4014 3275
p 2 28 1322 0 13314 3353
b 4 0 1350 0 3529 2969
p 2 30 1320 0 13829 3396
b 4 0 1350 0 3599 2862
p 2 47 1302 1 13344 3339
b 4 0 1350 0 4384 3335
p 2 53 1296 1 14335 3387
b 4 0 1350 0 3158 2764
p 2 107 1243 0 14425 3478
b 4 0 1350 0 3119 2746
p 2 63 1287 0 13431 3405
b 4 0 1350 0 3702 3009
p 2 68 1282 0 13328 3255
b 4 0 1350 0 3951 3100
b 4 0 1350 0 4371 3325
p 2 42 1308 0 13394 3320
b 4 0 1350 0 3555 2731
p 2 31 1319 0 15865 3272
b 4 0 1350 0 4040 3219
p 2 73 1277 0 15271 3606
b 4 0 1350 0 4952 3472
p 2 105 1245 0 17127 3716
b 4 0 1350 0 4385 3141
p 2 51 1299 0 17747 3533
b 4 0 1350 0 4469 3127
p 2 88 1262 0 17540 3604
b 4 0 1350 0 5011 3423
p 2 85 1265 0 17378 3558
b 4 0 1350 0 4257 3211
p 2 62 1288 0 22849 3662
b 4 0 1350 0 3748 2975
p 2 51 1299 0 16178 3519
b 4 0 1350 0 4394 3129
b 4 0 1350 0 3580 2827
p 2 21 1329 0 13027 3074
b 4 0 1350 0 3376 2808
b 4 0 1350 0 2693 2345
p 2 4 1344 2 11876 2746
b 4 0 1350 0 3417 2645
b 4 0 1350 0 3960 2822
p 2 70 1272 8 14164 3131
b 4 0 1350 0 5720 3558
p 2 126 1220 4 14904 3445
b 4 0 1350 0 4655 3193
p 2 68 1280 2 15416 3434
b 4 0 1350 0 4627 3326
p 2 93 1253 4 16223 3753
b 4 0 1350 0 5462 3888
p 2 193 1157 0 19488 4306
b 4 0 1350 0 4477 3263
p 2 165 1185 0 23067 4302
b 4 0 1350 0 4768 3763
p 2 106 1244 0 21077 4047
b 4 0 1350 0 6268 4010
p 2 104 1246 0 21017 3956
b 4 0 1350 0 4861 3402
p 2 46 1304 0 20141 3662
b 4 0 1350 0 3781 2923
b 4 0 1350 0 3459 2611
p 2 29 1321 0 17093 3050
b 4 0 1350 0 3477 2724
b 4 0 1350 0 3071 2384
p 2 8 1340 2 16802 2769
b 4 0 1350 0 3373 2472
p 2 24 1325 1 15967 2990
b 4 0 1350 0 5068 3004
p 2 91 1256 3 19516 3202
b 4 0 1350 0 4139 2407
p 2 83 1266 1 20873 3191
b 4 0 1350 0 2992 1958
p 2 84 1265 1 17611 2753
b 4 0 1350 0 2241 1578
b 4 0 1350 0 1889 1484
p 2 0 1346 4 12903 2182
b 4 0 1350 0 1872 1500
b 4 0 1350 0 1681 1354
p 2 0 1342 8 11526 1968
b 4 0 1350 0 2283 1643
b 4 0 1350 0 1828 1452
p 2 0 1345 5 11564 2070
b 4 0 1350 0 2347 1812
b 4 0 1350 0 1721 1394
p 2 0 1343 7 11014 2020
b 4 0 1350 0 1936 1458
b 4 0 1350 0 1709 1279
p 2 0 1322 28 9642 1948
b 4 0 1350 0 1902 1518
b 4 0 1350 0 1785 1381
p 2 0 1342 8 11710 2119
i 2 1350 0 0 59610 5072
b 4 0 1350 0 1605 1513
b 4 0 1350 0 2018 1420
p 2 0 1347 3 13999 2038
b 4 0 1350 0 1548 1361
b 4 0 1350 0 1989 1140
p 2 0 1327 23 10940 1834
b 4 0 1350 0 1404 1104
b 4 0 1350 0 1073 989
p 2 0 1320 30 15477 1860
b 4 0 1350 0 1289 1159
b 4 0 1350 0 1619 1472
p 2 0 1342 8 20267 2286
b 4 0 1350 0 1786 1307
b 4 0 1350 0 1387 1173
p 2 0 1335 15 16112 2047
b 4 0 1350 0 1515 1216
b 4 0 1350 0 2352 1413
p 2 0 1315 35 10517 1852
b 4 0 1350 0 1268 1017
b 4 0 1350 0 2089 1415
p 2 0 1324 26 13027 1922
b 4 0 1350 0 1272 1121
b 4 0 1350 0 2471 1658
p 2 0 1341 9 15452 2064
b 4 0 1350 0 2201 1435
b 4 0 1350 0 1797 1404
p 2 0 1314 36 9898 1905
b 4 0 1350 0 1155 1037
b 4 0 1350 0 1167 1104
p 2 0 1303 47 9459 1788
b 4 0 1350 0 2321 1321
b 4 0 1350 0 1444 1311
p 2 0 1329 21 11233 1921
b 4 0 1350 0 1228 1070
b 4 0 1350 0 1673 1402
p 2 0 1342 8 15847 2098
b 4 0 1350 0 1233 1100
b 4 0 1350 0 1598 1421
p 2 0 1301 49 9416 1906
b 4 0 1350 0 2548 1522
b 4 0 1350 0 1274 1153
p 2 0 1293 57 7957 1770
b 4 0 1350 0 2145 1297
b 4 0 1350 0 1106 985
p 2 0 1305 45 9473 1800
b 4 0 1350 0 2041 1406
b 4 0 1350 0 1729 1310
p 2 0 1333 17 13195 2053
b 4 0 1350 0 1320 1189
b 4 0 1350 0 1515 1349
p 2 0 1335 15 11697 1998
b 4 0 1350 0 1706 1348
b 4 0 1350 0 1196 1117
p 2 0 1319 31 9145 1881
b 4 0 1350 0 1236 1180
b 4 0 1350 0 1778 1178
p 2 0 1322 28 10863 1941
b 4 0 1350 0 1998 1691
b 4 0 1350 0 2373 1736
p 2 0 1339 11 18690 2154
b 4 0 1350 0 1422 1274
b 4 0 1350 0 2489 1572
p 2 0 1319 31 10339 1956
b 4 0 1350 0 1507 1226
b 4 0 1350 0 1310 1108
p 2 0 1315 35 9706 1918
b 4 0 1350 0 1822 1506
b 4 0 1350 0 1307 1215
p 2 0 1339 11 11748 1971
b 4 0 1350 0 1207 1065
b 4 0 1350 0 1860 1282
p 2 0 1313 37 10386 1851
b 4 0 1350 0 1246 1113
p 2 0 1303 47 14957 1944
i 2 1350 0 0 33219 4823
b 4 0 1350 0 2533 2054
b 4 0 1350 0 2470 2047
p 2 1 1346 3 10799 2528
b 4 0 1350 0 2120 1834
b 4 0 1350 0 2157 1866
p 2 1 1341 8 10193 2435
b 4 0 1350 0 2648 2168
b 4 0 1350 0 2572 2163
p 2 9 1339 2 12286 2582
b 4 0 1350 0 3255 2471
b 4 0 1350 0 3098 2391
p 2 13 1334 3 14487 2827
b 4 0 1350 0 2917 2310
b 4 0 1350 0 3005 2303
p 2 5 1345 0 10955 2661
b 4 0 1350 0 3452 2569
b 4 0 1350 0 3281 2488
p 2 13 1327 10 12232 2772
b 4 0 1350 0 3358 2680
b 4 0 1350 0 2981 2432
p 2 28 1308 14 16044 3013
b 4 0 1350 0 3062 2571
b 4 0 1350 0 3098 2599
p 2 10 1333 7 15913 2907
b 4 0 1350 0 3183 2540
b 4 0 1350 0 2735 2336
p 2 11 1332 7 12497 2769
b 4 0 1350 0 1932 1800
b 4 0 1350 0 2118 1927
p 2 0 1343 7 8905 2365
b 4 0 1350 0 2455 1927
b 4 0 1350 0 2364 1964
p 2 0 1345 5 8661 2423
b 4 0 1350 0 3215 2626
b 4 0 1350 0 3757 2950
p 2 112 1235 3 20528 3436
b 4 0 1350 0 3890 2882
p 2 134 1216 0 16763 3765
b 4 0 1350 0 4149 3131
p 2 32 1298 20 15640 3262
b 4 0 1350 0 3069 2201
b 4 0 1350 0 3129 2306
p 2 0 1332 18 13107 2631
b 4 0 1350 0 2384 1948
b 4 0 1350 0 2492 2065
p 2 3 1329 18 8977 2400
b 4 0 1350 0 2002 1802
b 4 0 1350 0 3115 2439
p 2 0 1348 2 8370 2257
b 4 0 1350 0 1756 1610
b 4 0 1350 0 1978 1765
p 2 0 1342 8 7420 2131
b 4 0 1350 0 1784 1582
b 4 0 1350 0 2215 1930
p 2 2 1347 1 7376 2146
b 4 0 1350 0 2543 2036
b 4 0 1350 0 2857 2232
p 2 8 1328 14 10186 2450
b 4 0 1350 0 2414 2043
b 4 0 1350 0 3914 2763
p 2 1 1330 19 9334 2364
b 4 0 1350 0 2737 2148
b 4 0 1350 0 2694 2161
p 2 23 1306 21 11677 2585
b 4 0 1350 0 1915 1753
b 4 0 1350 0 2195 1844
p 2 0 1337 13 7151 2109
b 4 0 1350 0 2601 2068
b 4 0 1350 0 3056 2395
p 2 4 1335 11 9279 2401
b 4 0 1350 0 2618 2024
b 4 0 1350 0 3577 2641
p 2 2 1345 3 8395 2255
b 4 0 1350 0 2399 2003
b 4 0 1350 0 2321 2005
p 2 2 1338 10 7668 2272
b 4 0 1350 0 1782 1651
b 4 0 1350 0 2173 1867
p 2 1 1337 12 7824 2169
b 4 0 1350 0 2313 1950
b 4 0 1350 0 2539 2076
p 2 5 1324 21 9696 2329
b 4 0 1350 0 2182 1890
b 4 0 1350 0 3566 2568
p 2 10 1323 17 8992 2301
b 4 0 1350 0 2380 2049
b 4 0 1350 0 2612 2155
p 2 0 1328 22 8239 2143
b 4 0 1350 0 2179 1870
b 4 0 1350 0 2512 2032
p 2 1 1336 13 7531 2133
b 4 0 1350 0 2408 1957
b 4 0 1350 0 2572 2073
p 2 0 1324 26 8021 2181
b 4 0 1350 0 2091 1864
b 4 0 1350 0 3684 2662
p 2 0 1344 6 8665 2270
b 4 0 1350 0 2680 2136
b 4 0 1350 0 2440 1928
p 2 0 1344 6 7019 2076
b 4 0 1350 0 3791 2769
b 4 0 1350 0 2878 2297
p 2 2 1339 9 8478 2218
b 4 0 1350 0 3053 2148
b 4 0 1350 0 3644 2692
p 2 115 1214 21 13860 3119
b 4 0 1350 0 2422 2116
p 2 4 1335 11 13203 2585
i 2 1350 0 0 31027 4391
b 4 0 1350 0 1986 1888
b 4 0 1350 0 2023 1925
p 2 0 1350 0 8205 2264
b 4 0 1350 0 2065 1992
b 4 0 1350 0 2291 2166
p 2 0 1347 3 8457 2330
b 4 0 1350 0 2499 2262
p 2 25 1322 3 10035 2719
b 4 0 1350 0 3448 2845
b 4 0 1350 0 2828 2499
p 2 36 1293 21 10905 2885
b 4 0 1350 0 3840 2959
b 4 0 1350 0 2116 1974
p 2 3 1342 5 9676 2615
b 4 0 1350 0 2545 2261
b 4 0 1350 0 1946 1853
p 2 0 1343 7 8165 2299
b 4 0 1350 0 2435 2096
b 4 0 1350 0 1916 1789
p 2 1 1343 6 8041 2244
b 4 0 1350 0 2253 1986
b 4 0 1350 0 1838 1734
p 2 0 1346 4 7577 2134
b 4 0 1350 0 3676 2732
b 4 0 1350 0 1705 1623
p 2 0 1350 0 7471 2100
b 4 0 1350 0 1753 1632
b 4 0 1350 0 1598 1548
p 2 0 1341 9 7693 2115
b 4 0 1350 0 1721 1667
b 4 0 1350 0 1697 1633
p 2 0 1349 1 12492 2383
b 4 0 1350 0 1661 1630
b 4 0 1350 0 1779 1739
p 2 0 1349 1 10468 2374
b 4 0 1350 0 1812 1661
b 4 0 1350 0 1679 1625
p 2 0 1346 4 6621 2023
b 4 0 1350 0 1749 1614
b 4 0 1350 0 1588 1529
p 2 0 1340 10 6668 2047
i 2 1350 0 0 25830 4480
b 4 0 1350 0 2047 1933
b 4 0 1350 0 1985 1902
p 2 0 1345 5 7512 2269
b 4 0 1350 0 1655 1616
b 4 0 1350 0 1661 1615
p 2 0 1331 19 5675 2060
b 4 0 1350 0 1448 1408
b 4 0 1350 0 1583 1539
p 2 0 1326 24 5277 1978
b 4 0 1350 0 1678 1622
b 4 0 1350 0 1697 1624
p 2 0 1344 6 9009 2244
b 4 0 1350 0 1840 1773
b 4 0 1350 0 1767 1711
p 2 0 1342 8 6130 2184
b 4 0 1350 0 1604 1560
b 4 0 1350 0 1668 1618
p 2 0 1308 42 5814 2041
b 4 0 1350 0 1619 1571
b 4 0 1350 0 1661 1606
p 2 0 1316 34 5684 1978
b 4 0 1350 0 1758 1685
b 4 0 1350 0 1778 1705
p 2 0 1340 10 9012 2210
b 4 0 1350 0 1903 1820
b 4 0 1350 0 1876 1807
p 2 0 1338 12 6952 2225
b 4 0 1350 0 1685 1628
b 4 0 1350 0 1646 1585
p 2 0 1324 26 6018 2053
b 4 0 1350 0 1663 1590
b 4 0 1350 0 1745 1639
p 2 1 1321 28 6719 2100
b 4 0 1350 0 1926 1820
b 4 0 1350 0 2019 1916
p 2 0 1343 7 9497 2303
b 4 0 1350 0 2014 1899
b 4 0 1350 0 1927 1842
p 2 0 1348 2 7522 2256
b 4 0 1350 0 1702 1639
b 4 0 1350 0 1941 1830
p 2 5 1312 33 6841 2133
b 4 0 1350 0 1572 1507
b 4 0 1350 0 1669 1552
p 2 4 1320 26 6560 2097
b 4 0 1350 0 1707 1615
b 4 0 1350 0 1969 1840
p 2 3 1340 7 9381 2338
b 4 0 1350 0 2130 2009
b 4 0 1350 0 2010 1923
p 2 0 1345 5 6692 2261
b 4 0 1350 0 1648 1588
b 4 0 1350 0 1638 1589
p 2 0 1319 31 5574 2036
b 4 0 1350 0 1581 1528
b 4 0 1350 0 1607 1563
p 2 0 1327 23 5447 1990
b 4 0 1350 0 1781 1706
b 4 0 1350 0 1842 1770
p 2 0 1346 4 9063 2280
b 4 0 1350 0 1754 1696
b 4 0 1350 0 1814 1758
p 2 0 1339 11 6561 2206
b 4 0 1350 0 1807 1740
b 4 0 1350 0 1948 1868
p 2 0 1343 7 8668 2261
b 4 0 1350 0 1834 1778
b 4 0 1350 0 1825 1776
p 2 0 1345 5 6144 2197
b 4 0 1350 0 1577 1533
b 4 0 1350 0 1685 1626
p 2 0 1309 41 5574 1993
i 2 1350 0 0 27160 4461
b 4 0 1350 0 2293 2164
b 4 0 1350 0 2072 1980
p 2 0 1350 0 8115 2287
b 4 0 1350 0 1625 1567
b 4 0 1350 0 1600 1561
p 2 0 1338 12 6147 2051
b 4 0 1350 0 1452 1414
b 4 0 1350 0 1623 1557
p 2 1 1342 7 6326 2046
b 4 0 1350 0 1973 1797
b 4 0 1350 0 1963 1829
p 2 0 1348 2 10668 2351
b 4 0 1350 0 1934 1853
b 4 0 1350 0 1870 1787
p 2 0 1349 1 7993 2288
b 4 0 1350 0 1568 1526
b 4 0 1350 0 1695 1653
p 2 0 1329 21 6305 2045
b 4 0 1350 0 1482 1446
b 4 0 1350 0 1553 1509
p 2 0 1332 18 6514 2038
b 4 0 1350 0 1723 1663
b 4 0 1350 0 1974 1873
p 2 0 1346 4 9904 2314
b 4 0 1350 0 2066 1982
b 4 0 1350 0 1973 1921
p 2 0 1349 1 7280 2261
b 4 0 1350 0 1640 1608
b 4 0 1350 0 1574 1534
p 2 0 1337 13 5960 2028
b 4 0 1350 0 1535 1490
b 4 0 1350 0 1463 1428
p 2 0 1341 9 5973 2018
b 4 0 1350 0 1790 1730
b 4 0 1350 0 1768 1687
p 2 0 1347 3 10241 2337
b 4 0 1350 0 1797 1733
b 4 0 1350 0 1904 1844
p 2 0 1349 1 7078 2244
b 4 0 1350 0 1602 1568
b 4 0 1350 0 1689 1654
p 2 0 1330 20 6028 2052
b 4 0 1350 0 1581 1531
b 4 0 1350 0 1608 1553
p 2 0 1331 19 5765 2031
b 4 0 1350 0 1763 1707
b 4 0 1350 0 1814 1745
p 2 0 1346 4 9733 2280
b 4 0 1350 0 2185 2105
b 4 0 1350 0 1935 1875
p 2 0 1347 3 6557 2229
b 4 0 1350 0 1773 1716
b 4 0 1350 0 1877 1791
p 2 1 1331 18 6683 2116
b 4 0 1350 0 2273 2087
b 4 0 1350 0 2369 2156
p 2 8 1330 12 9589 2508
b 4 0 1350 0 2535 2351
b 4 0 1350 0 2476 2289
p 2 5 1342 3 13453 2769
b 4 0 1350 0 2442 2298
b 4 0 1350 0 2260 2126
p 2 0 1349 1 8586 2427
b 4 0 1350 0 2126 2042
b 4 0 1350 0 2282 2156
p 2 0 1340 10 9183 2425
b 4 0 1350 0 2040 1937
b 4 0 1350 0 1911 1852
p 2 0 1345 5 8357 2301
b 4 0 1350 0 1854 1783
b 4 0 1350 0 2126 2030
p 2 0 1348 2 10558 2429
b 4 0 1350 0 2203 2095
b 4 0 1350 0 2130 2031
p 2 0 1344 6 8259 2374
b 4 0 1350 0 1786 1736
b 4 0 1350 0 1912 1848
p 2 0 1342 8 7327 2130
b 4 0 1350 0 1797 1732
b 4 0 1350 0 1891 1813
p 2 0 1343 7 7244 2174
b 4 0 1350 0 2140 2057
b 4 0 1350 0 2191 2101
p 2 0 1347 3 11354 2412
b 4 0 1350 0 1983 1918
b 4 0 1350 0 1960 1901
p 2 0 1346 4 8220 2349
b 4 0 1350 0 1888 1843
b 4 0 1350 0 1944 1885
p 2 0 1339 11 7543 2135
b 4 0 1350 0 1751 1693
b 4 0 1350 0 1728 1677
p 2 0 1342 8 7090 2050
b 4 0 1350 0 1970 1892
b 4 0 1350 0 2091 2007
p 2 0 1347 3 10746 2327
b 4 0 1350 0 2280 2168
b 4 0 1350 0 2232 2146
p 2 0 1347 3 7851 2272
b 4 0 1350 0 1787 1728
b 4 0 1350 0 1744 1690
p 2 0 1339 11 6617 2084
b 4 0 1350 0 1662 1610
b 4 0 1350 0 1725 1692
p 2 0 1343 7 6539 1990
b 4 0 1350 0 1782 1724
b 4 0 1350 0 1794 1732
p 2 0 1347 3 10440 2291
b 4 0 1350 0 2241 2171
b 4 0 1350 0 2196 2007
p 2 2 1347 1 7928 2329
b 4 0 1350 0 2624 2417
b 4 0 1350 0 2776 2588
p 2 56 1284 10 12157 2987
b 4 0 1350 0 3029 2722
b 4 0 1350 0 3120 2811
p 2 8 1338 4 14940 3051
b 4 0 1350 0 2952 2696
b 4 0 1350 0 2967 2710
p 2 2 1342 6 11440 2902
b 4 0 1350 0 2456 2324
b 4 0 1350 0 2297 2170
p 2 0 1349 1 9798 2538
b 4 0 1350 0 2127 2002
b 4 0 1350 0 2063 1971
p 2 0 1345 5 8714 2314
p 2 0 1344 6 6305 2031
i 2 1350 0 0 48336 4832
b 4 0 1350 0 2000 1724
p 2 0 1350 0 12811 2295
b 4 0 1350 0 1687 1488
b 4 0 1350 0 1517 1447
p 2 0 1347 3 9814 2073
b 4 0 1350 0 2019 1635
b 4 0 1350 0 1980 1565
p 2 0 1344 6 11282 2153
b 4 0 1350 0 2464 1802
b 4 0 1350 0 2130 1664
p 2 0 1344 6 12826 2241
b 4 0 1350 0 3084 2116
b 4 0 1350 0 2253 1659
p 2 0 1344 6 11529 2169
b 4 0 1350 0 2265 1752
b 4 0 1350 0 2024 1579
p 2 0 1338 12 10371 2098
b 4 0 1350 0 1949 1598
b 4 0 1350 0 1962 1564
p 2 0 1338 12 9811 2029
b 4 0 1350 0 2148 1685
b 4 0 1350 0 1761 1461
p 2 0 1341 9 9322 2039
b 4 0 1350 0 2836 1958
b 4 0 1350 0 1799 1484
p 2 0 1342 8 11118 2127
b 4 0 1350 0 2068 1696
b 4 0 1350 0 1808 1518
p 2 0 1336 14 10550 2067
b 4 0 1350 0 2071 1630
b 4 0 1350 0 1795 1502
p 2 0 1340 10 9797 2002
b 4 0 1350 0 1957 1522
b 4 0 1350 0 1707 1391
p 2 0 1336 14 10718 2055
b 4 0 1350 0 2535 1828
b 4 0 1350 0 1581 1355
p 2 0 1337 13 10039 2073
b 4 0 1350 0 1714 1437
b 4 0 1350 0 1505 1291
p 2 0 1328 22 9535 2030
b 4 0 1350 0 1560 1351
b 4 0 1350 0 1644 1458
p 2 0 1336 14 9236 2001
p 2 0 1342 8 8843 2064
i 2 1350 0 0 39526 4650
b 4 0 1350 0 1912 1774
b 4 0 1350 0 2050 1891
p 2 0 1350 0 10532 2288
b 4 0 1350 0 1853 1739
b 4 0 1350 0 1837 1710
p 2 0 1349 1 10138 2239
b 4 0 1350 0 1837 1623
b 4 0 1350 0 1796 1591
p 2 3 1339 8 10997 2301
b 4 0 1350 0 2104 1844
b 4 0 1350 0 2358 2077
p 2 7 1340 3 15477 2557
b 4 0 1350 0 2280 2005
b 4 0 1350 0 2350 2064
