# XviD 2pass stat file (core version 1.3.5)
# Please do not modify this file

p 2 12 1327 11 11521 2457
b 4 0 1350 0 1922 1752
b 4 0 1350 0 1877 1651
p 2 4 1334 12 11189 2264
b 4 0 1350 0 1762 1629
b 4 0 1350 0 1724 1581
p 2 0 1338 12 10137 2169
b 4 0 1350 0 1792 1651
b 4 0 1350 0 2008 1820
p 2 0 1349 1 14726 2404
b 4 0 1350 0 1946 1815
b 4 0 1350 0 2099 1929
p 2 0 1346 4 10165 2289
b 4 0 1350 0 1837 1664
b 4 0 1350 0 1844 1687
p 2 0 1337 13 10218 2187
b 4 0 1350 0 1949 1762
b 4 0 1350 0 1904 1722
p 2 1 1339 10 10538 2262
b 4 0 1350 0 1885 1708
b 4 0 1350 0 2036 1834
p 2 3 1343 4 14684 2411
b 4 0 1350 0 1744 1605
b 4 0 1350 0 1822 1646
p 2 0 1348 2 10463 2265
b 4 0 1350 0 1721 1585
b 4 0 1350 0 1613 1505
p 2 0 1337 13 9860 2118
b 4 0 1350 0 1531 1442
b 4 0 1350 0 1644 1531
p 2 0 1343 7 9455 2071
b 4 0 1350 0 1754 1592
b 4 0 1350 0 1923 1754
p 2 0 1349 1 14308 2325
b 4 0 1350 0 1829 1711
b 4 0 1350 0 1807 1691
p 2 0 1342 8 10264 2217
b 4 0 1350 0 1747 1631
b 4 0 1350 0 1725 1612
p 2 0 1336 14 9689 2144
b 4 0 1350 0 1602 1486
b 4 0 1350 0 1736 1604
p 2 0 1339 11 10802 2177
b 4 0 1350 0 1783 1676
b 4 0 1350 0 1852 1714
p 2 0 1340 10 14138 2380
b 4 0 1350 0 1744 1619
b 4 0 1350 0 1651 1537
p 2 0 1344 6 9960 2157
b 4 0 1350 0 1766 1663
b 4 0 1350 0 1883 1774
p 2 0 1346 4 13010 2249
b 4 0 1350 0 1714 1605
b 4 0 1350 0 1761 1650
p 2 0 1342 8 9160 2162
b 4 0 1350 0 1520 1450
b 4 0 1350 0 1745 1631
p 2 0 1322 28 8552 2071
i 2 1350 0 0 46532 4928
b 4 0 1350 0 2752 1979
p 2 0 1342 8 12916 2351
b 4 0 1350 0 2572 1872
b 4 0 1350 0 2330 1727
p 2 1 1339 10 10623 2161
b 4 0 1350 0 2700 1872
b 4 0 1350 0 2310 1664
p 2 1 1335 14 11450 2181
b 4 0 1350 0 2811 1862
b 4 0 1350 0 2443 1660
p 2 0 1338 12 12225 2298
b 4 0 1350 0 3453 2096
p 2 15 1324 11 13683 2409
b 4 0 1350 0 2688 1757
p 2 16 1324 10 14802 2520
b 4 0 1350 0 3145 2032
b 4 0 1350 0 3016 2002
p 2 8 1330 12 14756 2470
b 4 0 1350 0 2603 1747
p 2 3 1333 14 13857 2485
b 4 0 1350 0 4060 2415
b 4 0 1350 0 3361 2069
p 2 14 1326 10 15345 2521
b 4 0 1350 0 4149 2487
b 4 0 1350 0 2823 1881
p 2 3 1345 2 14636 2405
b 4 0 1350 0 3058 2082
b 4 0 1350 0 2873 1960
p 2 12 1336 2 13102 2338
b 4 0 1350 0 3776 2264
b 4 0 1350 0 3564 2093
p 2 36 1311 3 15812 2530
b 4 0 1350 0 3511 2226
b 4 0 1350 0 3003 1904
p 2 32 1314 4 15139 2542
b 4 0 1350 0 4029 2393
b 4 0 1350 0 3088 1984
p 2 7 1342 1 14173 2427
b 4 0 1350 0 3258 2120
b 4 0 1350 0 2723 1913
p 2 10 1335 5 13645 2380
b 4 0 1350 0 2882 1972
b 4 0 1350 0 2503 1849
p 2 1 1347 2 13671 2336
b 4 0 1350 0 2708 1979
b 4 0 1350 0 2072 1641
p 2 0 1347 3 11929 2138
b 4 0 1350 0 2882 2006
b 4 0 1350 0 2205 1729
p 2 8 1339 3 12303 2232
b 4 0 1350 0 2775 1798
b 4 0 1350 0 2476 1653
p 2 16 1331 3 12902 2301
b 4 0 1350 0 2975 1985
b 4 0 1350 0 2584 1726
p 2 6 1340 4 12363 2269
b 4 0 1350 0 2944 1934
b 4 0 1350 0 2482 1622
p 2 10 1334 6 12815 2300
b 4 0 1350 0 3262 2033
b 4 0 1350 0 2566 1728
p 2 9 1338 3 12462 2279
b 4 0 1350 0 2626 1786
b 4 0 1350 0 2371 1557
p 2 0 1343 7 11619 2199
b 4 0 1350 0 2681 1807
b 4 0 1350 0 2387 1640
p 2 2 1342 6 12248 2229
b 4 0 1350 0 2846 1770
b 4 0 1350 0 2463 1599
p 2 1 1338 11 11997 2177
b 4 0 1350 0 3654 2150
b 4 0 1350 0 2817 1740
p 2 0 1340 10 14133 2297
b 4 0 1350 0 2789 1808
b 4 0 1350 0 2291 1600
p 2 10 1335 5 13060 2244
b 4 0 1350 0 2644 1793
b 4 0 1350 0 1985 1531
p 2 10 1334 6 11555 2185
b 4 0 1350 0 2310 1602
b 4 0 1350 0 2032 1468
p 2 3 1341 6 10907 2132
b 4 0 1350 0 3024 1904
b 4 0 1350 0 2369 1656
p 2 0 1337 13 11469 2191
b 4 0 1350 0 2574 1843
b 4 0 1350 0 2114 1535
p 2 4 1342 4 12085 2190
b 4 0 1350 0 2285 1670
b 4 0 1350 0 2438 1692
p 2 19 1325 6 12094 2259
b 4 0 1350 0 2534 1821
b 4 0 1350 0 2339 1654
p 2 11 1335 4 12541 2319
b 4 0 1350 0 2867 2047
b 4 0 1350 0 1995 1586
p 2 1 1346 3 12029 2258
b 4 0 1350 0 2483 1813
b 4 0 1350 0 2235 1625
p 2 2 1345 3 11896 2223
b 4 0 1350 0 2287 1703
b 4 0 1350 0 2051 1631
p 2 0 1342 8 11466 2131
b 4 0 1350 0 2280 1634
b 4 0 1350 0 2054 1475
p 2 0 1346 4 13162 2277
i 2 1350 0 0 39870 4647
b 4 0 1350 0 2166 1976
b 4 0 1350 0 2103 1908
p 2 0 1349 1 10696 2283
b 4 0 1350 0 1710 1605
b 4 0 1350 0 1751 1648
p 2 1 1341 8 10094 2195
b 4 0 1350 0 1601 1390
p 2 22 1318 10 9067 2172
b 4 0 1350 0 2155 1803
p 2 27 1304 19 10236 2264
b 4 0 1350 0 1825 1604
p 2 15 1330 5 16458 2566
b 4 0 1350 0 2080 1844
b 4 0 1350 0 2211 1923
p 2 23 1325 2 12609 2493
b 4 0 1350 0 2060 1730
b 4 0 1350 0 2107 1822
p 2 28 1309 13 11746 2390
b 4 0 1350 0 2249 1832
b 4 0 1350 0 2324 1823
p 2 0 1331 19 11303 2359
b 4 0 1350 0 2263 1929
b 4 0 1350 0 2373 1904
p 2 13 1336 1 17271 2612
b 4 0 1350 0 2706 2119
b 4 0 1350 0 2584 2099
p 2 8 1335 7 12305 2547
b 4 0 1350 0 2496 2034
b 4 0 1350 0 2304 1910
p 2 16 1329 5 11857 2355
b 4 0 1350 0 2164 1810
b 4 0 1350 0 2174 1810
p 2 21 1323 6 12166 2401
b 4 0 1350 0 2067 1753
b 4 0 1350 0 2114 1803
p 2 5 1345 0 15975 2487
b 4 0 1350 0 2312 1924
b 4 0 1350 0 2637 2127
p 2 34 1316 0 13932 2627
b 4 0 1350 0 2123 1854
b 4 0 1350 0 2044 1776
p 2 0 1348 2 11695 2294
b 4 0 1350 0 2088 1841
b 4 0 1350 0 2103 1887
p 2 0 1350 0 11696 2309
b 4 0 1350 0 2118 1829
b 4 0 1350 0 2294 2003
p 2 2 1346 2 17034 2409
b 4 0 1350 0 2216 1921
b 4 0 1350 0 2187 1926
p 2 1 1348 1 11832 2369
b 4 0 1350 0 2219 1935
b 4 0 1350 0 2157 1851
p 2 3 1347 0 12918 2399
b 4 0 1350 0 1762 1559
p 2 1 1349 0 15937 2459
b 4 0 1350 0 2329 1943
b 4 0 1350 0 2396 1877
p 2 10 1340 0 13983 2553
b 4 0 1350 0 2868 2187
b 4 0 1350 0 2417 2009
p 2 3 1345 2 12936 2311
b 4 0 1350 0 2248 1852
b 4 0 1350 0 1934 1637
p 2 12 1337 1 13552 2348
i 2 1350 0 0 47342 4861
b 4 0 1350 0 3142 2284
b 4 0 1350 0 3008 2261
p 2 5 1336 9 17036 2645
b 4 0 1350 0 3110 2151
b 4 0 1350 0 3019 2076
p 2 11 1329 10 15859 2647
b 4 0 1350 0 3210 2129
b 4 0 1350 0 3269 2083
p 2 31 1314 5 16670 2718
b 4 0 1350 0 3991 2393
b 4 0 1350 0 4042 2507
p 2 98 1249 3 23817 3120
b 4 0 1350 0 3343 2072
p 2 54 1294 2 15954 3018
b 4 0 1350 0 4386 2831
b 4 0 1350 0 3902 2730
p 2 72 1273 5 14996 3095
b 4 0 1350 0 3905 2807
b 4 0 1350 0 3614 2704
p 2 71 1273 6 13551 2990
b 4 0 1350 0 3707 2667
b 4 0 1350 0 3598 2669
p 2 54 1290 6 12517 2934
b 4 0 1350 0 4308 3159
b 4 0 1350 0 3315 2558
p 2 37 1304 9 12227 3066
b 4 0 1350 0 3554 2669
b 4 0 1350 0 2948 2322
p 2 11 1325 14 10438 2849
b 4 0 1350 0 3472 2697
b 4 0 1350 0 2925 2312
p 2 3 1339 8 10176 2771
b 4 0 1350 0 3118 2414
b 4 0 1350 0 2980 2189
p 2 5 1316 29 11410 2718
b 4 0 1350 0 3881 2697
b 4 0 1350 0 3103 2326
p 2 14 1329 7 10682 2694
b 4 0 1350 0 3622 2593
b 4 0 1350 0 3081 2294
p 2 17 1315 18 10319 2657
b 4 0 1350 0 3732 2689
b 4 0 1350 0 3211 2345
p 2 18 1331 1 11142 2740
b 4 0 1350 0 3997 2885
b 4 0 1350 0 3420 2479
p 2 39 1289 22 11860 2793
b 4 0 1350 0 4047 3080
p 2 33 1317 0 12083 2914
b 4 0 1350 0 3117 2566
p 2 32 1315 3 14040 2946
b 4 0 1350 0 2888 2478
p 2 36 1313 1 12281 2912
b 4 0 1350 0 3532 2858
p 2 34 1303 13 11571 2880
b 4 0 1350 0 3066 2614
p 2 24 1322 4 13513 2980
b 4 0 1350 0 2939 2526
p 2 65 1276 9 12037 3002
b 4 0 1350 0 4118 3175
p 2 42 1307 1 12333 2928
b 4 0 1350 0 3009 2495
p 2 44 1306 0 15559 3032
b 4 0 1350 0 2844 2400
p 2 28 1320 2 13874 2803
b 4 0 1350 0 3375 2724
p 2 21 1325 4 14313 2831
b 4 0 1350 0 3188 2526
p 2 18 1331 1 16814 2990
b 4 0 1350 0 3110 2506
p 2 27 1322 1 15289 3041
b 4 0 1350 0 4008 2906
p 2 29 1318 3 13338 2781
b 4 0 1350 0 2781 2242
p 2 13 1336 1 15131 2812
b 4 0 1350 0 3046 2370
p 2 9 1339 2 14791 2667
b 4 0 1350 0 3149 2452
p 2 6 1343 1 14886 2635
b 4 0 1350 0 2416 2003
p 2 5 1345 0 16513 2645
b 4 0 1350 0 3185 2601
b 4 0 1350 0 3452 2716
p 2 4 1346 0 21966 2849
b 4 0 1350 0 3194 2463
b 4 0 1350 0 3211 2432
p 2 7 1343 0 16547 2880
b 4 0 1350 0 2918 2307
b 4 0 1350 0 2914 2286
p 2 11 1338 1 14563 2762
b 4 0 1350 0 2832 2242
b 4 0 1350 0 2783 2168
p 2 3 1344 3 14328 2625
b 4 0 1350 0 2722 2050
b 4 0 1350 0 2942 2174
p 2 2 1348 0 18311 2790
b 4 0 1350 0 2946 2188
b 4 0 1350 0 2992 2183
p 2 5 1345 0 14568 2699
b 4 0 1350 0 2753 1999
b 4 0 1350 0 2847 1971
p 2 4 1345 1 14275 2595
b 4 0 1350 0 3021 2131
b 4 0 1350 0 3025 2068
p 2 8 1341 1 15127 2552
b 4 0 1350 0 2988 1996
b 4 0 1350 0 3206 2108
p 2 3 1347 0 19926 2674
b 4 0 1350 0 3178 2215
b 4 0 1350 0 3056 2123
p 2 6 1344 0 15401 2584
b 4 0 1350 0 2918 1932
b 4 0 1350 0 2949 1943
p 2 2 1342 6 14622 2519
b 4 0 1350 0 2961 2076
b 4 0 1350 0 3075 2111
p 2 3 1344 3 19196 2505
b 4 0 1350 0 2886 1916
b 4 0 1350 0 3241 2069
p 2 1 1349 0 21173 2442
b 4 0 1350 0 2864 2036
b 4 0 1350 0 3579 2065
p 2 1 1349 0 16160 2390
b 4 0 1350 0 3711 1856
b 4 0 1350 0 3612 1780
p 2 0 1346 4 16315 2372
b 4 0 1350 0 2383 1645
b 4 0 1350 0 3586 1924
p 2 0 1348 2 15867 2331
b 4 0 1350 0 2632 1693
b 4 0 1350 0 4012 1937
p 2 0 1348 2 22622 2479
b 4 0 1350 0 3697 1804
b 4 0 1350 0 2806 1809
p 2 0 1350 0 14431 2324
b 4 0 1350 0 1957 1444
b 4 0 1350 0 3211 1773
p 2 0 1346 4 15204 2253
b 4 0 1350 0 2044 1415
b 4 0 1350 0 2833 1690
p 2 0 1347 3 18365 2195
b 4 0 1350 0 3333 1734
b 4 0 1350 0 3396 1750
p 2 4 1346 0 21782 2307
b 4 0 1350 0 3438 2044
b 4 0 1350 0 3826 1961
p 2 2 1348 0 19729 2368
b 4 0 1350 0 3079 1921
b 4 0 1350 0 3225 2008
p 2 4 1341 5 20562 2337
b 4 0 1350 0 5047 1915
b 4 0 1350 0 5196 1986
p 2 0 1349 1 16412 2300
p 2 0 1344 6 19509 2227
i 2 1350 0 0 20616 4479
b 4 0 1350 0 2423 2194
b 4 0 1350 0 2315 2088
p 2 0 1350 0 9562 2538
b 4 0 1350 0 2160 1928
b 4 0 1350 0 2148 1927
p 2 1 1342 7 9118 2354
b 4 0 1350 0 2456 2288
b 4 0 1350 0 2305 2110
p 2 2 1347 1 9519 2419
b 4 0 1350 0 2544 2389
b 4 0 1350 0 2594 2405
p 2 0 1349 1 11865 2540
b 4 0 1350 0 2599 2380
b 4 0 1350 0 2446 2253
p 2 7 1342 1 10536 2607
b 4 0 1350 0 2435 2197
b 4 0 1350 0 2583 2255
p 2 2 1346 2 10758 2468
b 4 0 1350 0 2533 2213
b 4 0 1350 0 2431 2084
p 2 2 1342 6 11623 2511
b 4 0 1350 0 2390 2194
b 4 0 1350 0 2281 2127
p 2 0 1348 2 11826 2510
b 4 0 1350 0 2313 2119
b 4 0 1350 0 2147 1981
p 2 0 1350 0 9161 2354
b 4 0 1350 0 2172 1970
b 4 0 1350 0 2397 2154
p 2 0 1345 5 9715 2408
b 4 0 1350 0 2568 2370
b 4 0 1350 0 2395 2172
p 2 0 1347 3 9996 2448
b 4 0 1350 0 2572 2263
b 4 0 1350 0 2588 2219
p 2 0 1349 1 12609 2565
b 4 0 1350 0 2675 2292
b 4 0 1350 0 2623 2286
p 2 1 1348 1 11955 2545
b 4 0 1350 0 2534 2153
b 4 0 1350 0 2475 2150
p 2 1 1347 2 12001 2424
b 4 0 1350 0 2225 2039
b 4 0 1350 0 2363 2061
p 2 1 1346 3 10369 2325
b 4 0 1350 0 2653 2348
b 4 0 1350 0 2460 2165
p 2 0 1350 0 12595 2515
b 4 0 1350 0 2780 2426
b 4 0 1350 0 2574 2248
p 2 1 1348 1 11091 2527
b 4 0 1350 0 2911 2462
b 4 0 1350 0 2945 2369
p 2 1 1348 1 11578 2529
b 4 0 1350 0 2934 2383
b 4 0 1350 0 3057 2416
p 2 1 1347 2 12496 2534
b 4 0 1350 0 3008 2587
b 4 0 1350 0 2592 2304
p 2 2 1348 0 14560 2705
b 4 0 1350 0 2755 2491
b 4 0 1350 0 2646 2394
p 2 1 1348 1 11607 2528
b 4 0 1350 0 2834 2367
b 4 0 1350 0 3071 2556
p 2 4 1345 1 12813 2577
b 4 0 1350 0 3288 2562
b 4 0 1350 0 3274 2495
p 2 2 1345 3 12369 2628
b 4 0 1350 0 3061 2510
b 4 0 1350 0 3017 2518
p 2 3 1345 2 13905 2764
b 4 0 1350 0 3053 2587
b 4 0 1350 0 2933 2473
p 2 2 1347 1 12017 2678
b 4 0 1350 0 2821 2348
b 4 0 1350 0 2823 2382
p 2 17 1328 5 12631 2686
b 4 0 1350 0 2728 2335
b 4 0 1350 0 2489 2168
p 2 2 1347 1 13304 2608
b 4 0 1350 0 2527 2295
b 4 0 1350 0 2524 2213
p 2 1 1349 0 14003 2632
b 4 0 1350 0 2681 2345
b 4 0 1350 0 2521 2222
p 2 0 1350 0 11984 2609
b 4 0 1350 0 2834 2444
b 4 0 1350 0 2728 2359
p 2 1 1348 1 12878 2664
b 4 0 1350 0 3055 2446
b 4 0 1350 0 3290 2475
p 2 9 1337 4 13044 2538
b 4 0 1350 0 3271 2536
b 4 0 1350 0 3240 2576
p 2 4 1345 1 15682 2809
b 4 0 1350 0 3273 2762
b 4 0 1350 0 3052 2482
p 2 9 1340 1 14135 2517
b 4 0 1350 0 2827 2356
b 4 0 1350 0 2822 2242
p 2 6 1343 1 14239 2577
b 4 0 1350 0 2613 2241
b 4 0 1350 0 2832 2202
p 2 0 1350 0 14385 2495
b 4 0 1350 0 2673 2255
b 4 0 1350 0 2637 2160
p 2 0 1350 0 12511 2457
b 4 0 1350 0 2638 2166
b 4 0 1350 0 2910 2186
p 2 1 1347 2 11751 2439
b 4 0 1350 0 2606 2211
b 4 0 1350 0 2569 2157
p 2 8 1340 2 11407 2490
i 2 1350 0 0 54460 4953
b 4 0 1350 0 3634 2140
b 4 0 1350 0 3925 2090
p 2 2 1348 0 22908 2402
b 4 0 1350 0 3061 1871
b 4 0 1350 0 2961 1970
p 2 0 1349 1 22014 2363
b 4 0 1350 0 3296 1966
b 4 0 1350 0 3316 1968
p 2 0 1350 0 21454 2439
b 4 0 1350 0 3298 2059
b 4 0 1350 0 3762 2038
p 2 0 1350 0 25629 2412
b 4 0 1350 0 3219 2043
b 4 0 1350 0 3173 1883
p 2 0 1349 1 19890 2316
b 4 0 1350 0 2886 1621
b 4 0 1350 0 2656 1611
p 2 0 1349 1 20439 2330
b 4 0 1350 0 2918 1969
b 4 0 1350 0 2674 1657
p 2 2 1348 0 20328 2327
b 4 0 1350 0 2639 1754
b 4 0 1350 0 2568 1670
p 2 0 1350 0 24571 2457
b 4 0 1350 0 2891 1962
b 4 0 1350 0 2889 1971
p 2 0 1350 0 19067 2419
b 4 0 1350 0 2370 1592
b 4 0 1350 0 2704 1675
p 2 0 1347 3 18626 2318
b 4 0 1350 0 2210 1485
b 4 0 1350 0 2696 1741
p 2 1 1349 0 18571 2365
b 4 0 1350 0 2494 1728
b 4 0 1350 0 2662 1661
p 2 1 1349 0 23022 2489
b 4 0 1350 0 3333 2197
b 4 0 1350 0 3405 2092
p 2 0 1350 0 18664 2445
b 4 0 1350 0 2892 1865
b 4 0 1350 0 3060 1801
p 2 0 1349 1 18189 2358
b 4 0 1350 0 2872 1943
b 4 0 1350 0 2804 1901
p 2 1 1348 1 18633 2332
b 4 0 1350 0 3264 2130
b 4 0 1350 0 2991 2007
p 2 0 1350 0 23407 2465
b 4 0 1350 0 2761 1871
b 4 0 1350 0 2905 1873
p 2 6 1344 0 18276 2360
b 4 0 1350 0 3274 2162
b 4 0 1350 0 3210 2137
p 2 1 1348 1 19609 2376
b 4 0 1350 0 2693 1682
b 4 0 1350 0 3219 2061
p 2 1 1345 4 19367 2312
b 4 0 1350 0 3466 2200
b 4 0 1350 0 3286 2211
p 2 0 1350 0 22858 2460
b 4 0 1350 0 3246 2079
b 4 0 1350 0 3126 2005
p 2 1 1349 0 19589 2433
b 4 0 1350 0 3409 2041
b 4 0 1350 0 3231 2064
p 2 6 1344 0 19215 2453
b 4 0 1350 0 3333 2024
b 4 0 1350 0 2786 1785
p 2 8 1342 0 18672 2462
b 4 0 1350 0 2889 1850
b 4 0 1350 0 3195 2077
p 2 4 1346 0 23685 2538
b 4 0 1350 0 3575 2233
b 4 0 1350 0 3594 2166
p 2 4 1344 2 19723 2440
b 4 0 1350 0 3351 2269
b 4 0 1350 0 3244 2027
p 2 4 1346 0 19476 2521
b 4 0 1350 0 2703 1726
b 4 0 1350 0 3168 1873
p 2 4 1345 1 20692 2573
b 4 0 1350 0 3364 2211
b 4 0 1350 0 3128 2148
p 2 5 1345 0 19135 2514
b 4 0 1350 0 3669 2301
b 4 0 1350 0 3390 2140
p 2 3 1345 2 18551 2488
b 4 0 1350 0 3228 2188
p 2 0 1349 1 16582 2413
i 2 1350 0 0 37520 4510
b 4 0 1350 0 2825 2383
b 4 0 1350 0 2773 2212
p 2 0 1350 0 14582 2592
b 4 0 1350 0 2525 2174
b 4 0 1350 0 2560 2182
p 2 1 1349 0 12487 2439
b 4 0 1350 0 3076 2297
b 4 0 1350 0 3000 2216
p 2 1 1346 3 14233 2472
b 4 0 1350 0 2657 2275
b 4 0 1350 0 2754 2395
p 2 9 1341 0 16499 2589
b 4 0 1350 0 2960 2533
b 4 0 1350 0 2914 2447
p 2 5 1345 0 12963 2618
b 4 0 1350 0 2766 2322
b 4 0 1350 0 2581 2084
p 2 1 1345 4 13200 2425
b 4 0 1350 0 2321 2086
b 4 0 1350 0 2368 2090
p 2 1 1349 0 11978 2330
b 4 0 1350 0 2589 2138
b 4 0 1350 0 2706 2173
p 2 1 1348 1 16467 2525
b 4 0 1350 0 2722 2164
b 4 0 1350 0 2634 2149
p 2 5 1344 1 12451 2548
b 4 0 1350 0 2529 2158
b 4 0 1350 0 2551 2138
p 2 2 1348 0 11353 2449
b 4 0 1350 0 2906 2330
b 4 0 1350 0 3103 2215
p 2 0 1349 1 12353 2375
b 4 0 1350 0 2789 2255
b 4 0 1350 0 2949 2379
p 2 8 1342 0 18796 2623
b 4 0 1350 0 2787 2252
b 4 0 1350 0 2714 2196
p 2 0 1350 0 11972 2417
b 4 0 1350 0 2697 2107
b 4 0 1350 0 2571 2065
p 2 0 1348 2 12044 2322
b 4 0 1350 0 2586 2082
b 4 0 1350 0 2841 2294
p 2 1 1349 0 12905 2421
b 4 0 1350 0 2712 2249
b 4 0 1350 0 2576 2118
p 2 1 1348 1 17098 2623
b 4 0 1350 0 3196 2403
b 4 0 1350 0 3027 2407
p 2 1 1349 0 12827 2505
b 4 0 1350 0 3085 2451
b 4 0 1350 0 2963 2428
p 2 2 1346 2 14038 2552
b 4 0 1350 0 2922 2273
b 4 0 1350 0 2855 2189
p 2 0 1348 2 13801 2372
b 4 0 1350 0 2846 2326
b 4 0 1350 0 2875 2347
p 2 0 1348 2 16765 2493
b 4 0 1350 0 2735 2206
b 4 0 1350 0 2615 2139
p 2 0 1349 1 11481 2405
b 4 0 1350 0 2474 2159
b 4 0 1350 0 2570 2211
p 2 4 1346 0 12012 2502
b 4 0 1350 0 2830 2315
b 4 0 1350 0 3028 2478
p 2 10 1339 1 12204 2537
b 4 0 1350 0 3206 2403
b 4 0 1350 0 3128 2441
p 2 1 1349 0 17955 2671
b 4 0 1350 0 2952 2344
b 4 0 1350 0 2833 2255
p 2 1 1349 0 13910 2565
b 4 0 1350 0 2815 2378
b 4 0 1350 0 2769 2286
p 2 3 1347 0 11835 2435
b 4 0 1350 0 2418 2183
b 4 0 1350 0 2263 2055
p 2 0 1350 0 11957 2313
b 4 0 1350 0 2569 2190
b 4 0 1350 0 2760 2268
p 2 0 1350 0 16530 2413
b 4 0 1350 0 2846 2356
b 4 0 1350 0 2755 2197
p 2 0 1350 0 12479 2414
b 4 0 1350 0 2542 2069
b 4 0 1350 0 2774 2281
p 2 9 1339 2 12905 2504
b 4 0 1350 0 2833 2264
b 4 0 1350 0 3018 2395
p 2 0 1350 0 14690 2553
b 4 0 1350 0 4036 2601
b 4 0 1350 0 4107 2589
p 2 10 1340 0 22227 2887
b 4 0 1350 0 4060 2779
b 4 0 1350 0 4151 2781
p 2 9 1341 0 17618 2758
b 4 0 1350 0 3942 2809
b 4 0 1350 0 3684 2653
p 2 12 1338 0 15994 2860
b 4 0 1350 0 3453 2576
b 4 0 1350 0 3157 2568
p 2 5 1345 0 14147 2750
b 4 0 1350 0 3178 2475
b 4 0 1350 0 3503 2689
p 2 17 1333 0 18049 2739
b 4 0 1350 0 3804 2548
b 4 0 1350 0 4152 2724
p 2 8 1342 0 16456 2877
b 4 0 1350 0 3830 2445
p 2 13 1336 1 17268 2893
b 4 0 1350 0 4252 2585
p 2 13 1335 2 16616 2669
b 4 0 1350 0 3272 2283
p 2 10 1338 2 18228 2734
b 4 0 1350 0 3147 2375
b 4 0 1350 0 3004 2277
p 2 28 1321 1 21233 2681
b 4 0 1350 0 3182 2335
b 4 0 1350 0 3017 2260
p 2 16 1331 3 16941 2703
b 4 0 1350 0 3423 2465
b 4 0 1350 0 3226 2319
p 2 5 1341 4 13921 2538
b 4 0 1350 0 3257 2529
b 4 0 1350 0 3424 2697
p 2 6 1344 0 18450 2875
b 4 0 1350 0 3413 2691
b 4 0 1350 0 3357 2598
p 2 9 1340 1 17882 2887
b 4 0 1350 0 3391 2477
b 4 0 1350 0 3036 2249
p 2 5 1340 5 18306 2599
b 4 0 1350 0 2790 2133
b 4 0 1350 0 2898 2258
p 2 3 1346 1 13230 2431
p 2 0 1341 9 11247 2336
i 2 1350 0 0 53104 5215
b 4 0 1350 0 4347 2310
b 4 0 1350 0 5119 2414
p 2 7 1343 0 30289 2752
b 4 0 1350 0 4845 2453
b 4 0 1350 0 4791 2491
p 2 2 1345 3 28228 2718
b 4 0 1350 0 4817 2552
b 4 0 1350 0 4662 2225
p 2 2 1348 0 28853 2641
b 4 0 1350 0 5043 2122
b 4 0 1350 0 5337 2329
p 2 1 1349 0 32100 2748
b 4 0 1350 0 4434 2034
b 4 0 1350 0 4930 2137
p 2 1 1348 1 27995 2693
b 4 0 1350 0 4481 2075
b 4 0 1350 0 4642 2063
p 2 0 1349 1 29144 2752
b 4 0 1350 0 5083 2666
b 4 0 1350 0 4582 2374
p 2 0 1349 1 27202 2685
b 4 0 1350 0 4321 2320
b 4 0 1350 0 4031 1977
p 2 0 1349 1 30724 2793
b 4 0 1350 0 4191 2207
b 4 0 1350 0 4152 2169
p 2 2 1348 0 25792 2785
b 4 0 1350 0 4451 2163
b 4 0 1350 0 4499 2106
p 2 0 1350 0 28305 2696
b 4 0 1350 0 4583 2343
b 4 0 1350 0 5018 2578
p 2 3 1345 2 28715 2755
b 4 0 1350 0 4599 2495
b 4 0 1350 0 4552 2557
p 2 3 1347 0 32703 2819
b 4 0 1350 0 5166 2689
b 4 0 1350 0 5915 2618
p 2 7 1342 1 30058 2782
b 4 0 1350 0 5414 2576
b 4 0 1350 0 5403 2092
p 2 1 1347 2 33114 2854
b 4 0 1350 0 5020 2097
b 4 0 1350 0 5157 2137
p 2 0 1350 0 32133 2815
b 4 0 1350 0 5516 2663
b 4 0 1350 0 5549 2267
p 2 2 1348 0 35891 2887
b 4 0 1350 0 5355 2224
b 4 0 1350 0 5706 2260
p 2 3 1347 0 32942 2873
b 4 0 1350 0 4995 2121
b 4 0 1350 0 5244 2274
p 2 3 1345 2 32848 2856
b 4 0 1350 0 5444 2301
b 4 0 1350 0 5626 2192
p 2 3 1347 0 34185 2902
b 4 0 1350 0 5719 2291
b 4 0 1350 0 6051 2279
p 2 6 1344 0 40010 3040
b 4 0 1350 0 5402 2068
b 4 0 1350 0 6027 2318
p 2 4 1346 0 35174 2908
b 4 0 1350 0 5234 2148
b 4 0 1350 0 5583 2218
p 2 3 1346 1 34668 2890
b 4 0 1350 0 6331 2512
b 4 0 1350 0 5703 2128
p 2 8 1341 1 34254 2856
b 4 0 1350 0 5688 2571
b 4 0 1350 0 5929 2569
p 2 0 1350 0 37783 2913
b 4 0 1350 0 6116 2687
b 4 0 1350 0 6443 2706
p 2 8 1341 1 35091 2912
b 4 0 1350 0 5276 2491
b 4 0 1350 0 5527 2536
p 2 2 1348 0 31724 2873
b 4 0 1350 0 6144 2678
b 4 0 1350 0 5925 2676
p 2 2 1346 2 33993 2916
b 4 0 1350 0 5721 2738
b 4 0 1350 0 5755 2686
p 2 6 1344 0 36469 2956
b 4 0 1350 0 5777 2699
b 4 0 1350 0 5790 2477
p 2 6 1344 0 31645 2878
b 4 0 1350 0 4993 2068
